,lipid,n,method,ML,R2
15978,PC 38:6,5000,neglog,lasso,-0.0002
15979,PC 38:6,5000,neglog,dummy,-0.0002
15980,PC 38:6,5000,neglog,lr,-1.5905
15981,PI-Cer(t32:2) ,5000,neglog,catboost,0.2495
15982,PI-Cer(t32:2) ,5000,neglog,xgboost,0.1762
15983,PI-Cer(t32:2) ,5000,neglog,knn,0.1523
15984,PI-Cer(t32:2) ,5000,neglog,lasso,-0.0
15985,PI-Cer(t32:2) ,5000,neglog,dummy,-0.0
15986,PI-Cer(t32:2) ,5000,neglog,ridge,-0.0446
15987,PI-Cer(t32:2) ,5000,neglog,lr,-0.6632
15988,PE(36:0) ,5000,neglog,catboost,0.4398
15989,PE(36:0) ,5000,neglog,knn,0.3815
15990,PE(36:0) ,5000,neglog,xgboost,0.3754
15991,PE(36:0) ,5000,neglog,ridge,0.0474
15992,PE(36:0) ,5000,neglog,lasso,-0.0001
15993,PE(36:0) ,5000,neglog,dummy,-0.0001
15994,PE(36:0) ,5000,neglog,lr,-0.7723
15995,PA(40:5) ,5000,neglog,catboost,0.7514
15996,PA(40:5) ,5000,neglog,knn,0.7375
15997,PA(40:5) ,5000,neglog,xgboost,0.6958
15998,PA(40:5) ,5000,neglog,ridge,0.2302
15999,PA(40:5) ,5000,neglog,lasso,-0.0
16000,PA(40:5) ,5000,neglog,dummy,-0.0
16001,PA(40:5) ,5000,neglog,lr,-0.7121
16002,PG(30:1) ,5000,neglog,catboost,0.5906
16003,PG(30:1) ,5000,neglog,knn,0.55
16004,PG(30:1) ,5000,neglog,xgboost,0.5377
16005,PG(30:1) ,5000,neglog,ridge,0.2695
16006,PG(30:1) ,5000,neglog,lasso,-0.0001
16007,PG(30:1) ,5000,neglog,dummy,-0.0001
16008,PG(30:1) ,5000,neglog,lr,-0.3939
16009,SM 34:1,5000,neglog,catboost,0.7115
16010,SM 34:1,5000,neglog,xgboost,0.6671
16011,SM 34:1,5000,neglog,knn,0.6054
16012,SM 34:1,5000,neglog,lasso,-0.0
16013,SM 34:1,5000,neglog,dummy,-0.0
16014,SM 34:1,5000,neglog,ridge,-0.1068
16015,SM 34:1,5000,neglog,lr,-1.1852
16016,PC 34:1,5000,neglog,catboost,0.5
16017,PC 34:1,5000,neglog,xgboost,0.488
16018,PC 34:1,5000,neglog,knn,0.45
16019,PC 34:1,5000,neglog,ridge,0.156
16020,PC 34:1,5000,neglog,lasso,-0.0003
16021,PC 34:1,5000,neglog,dummy,-0.0003
16022,PC 34:1,5000,neglog,lr,-0.6298
16023,PE 36:0,5000,neglog,catboost,0.798
16024,PE 36:0,5000,neglog,knn,0.7953
16025,PE 36:0,5000,neglog,xgboost,0.7843
16026,PE 36:0,5000,neglog,ridge,0.4056
16027,PE 36:0,5000,neglog,lasso,-0.0001
16028,PE 36:0,5000,neglog,dummy,-0.0001
16029,PE 36:0,5000,neglog,lr,-0.3682
16030,HexCer 42:2;O3,5000,neglog,knn,0.7641
16031,HexCer 42:2;O3,5000,neglog,catboost,0.7616
16032,HexCer 42:2;O3,5000,neglog,xgboost,0.7555
16033,HexCer 42:2;O3,5000,neglog,ridge,0.365
16034,HexCer 42:2;O3,5000,neglog,lasso,-0.0002
16035,HexCer 42:2;O3,5000,neglog,dummy,-0.0002
16036,HexCer 42:2;O3,5000,neglog,lr,-0.2707
16037,SM 40:1,5000,neglog,catboost,0.8592
16038,SM 40:1,5000,neglog,xgboost,0.8045
16039,SM 40:1,5000,neglog,knn,0.7805
16040,SM 40:1,5000,neglog,lasso,-0.0001
16041,SM 40:1,5000,neglog,dummy,-0.0001
16042,SM 40:1,5000,neglog,ridge,-0.0461
16043,SM 40:1,5000,neglog,lr,-1.0008
16044,PC(30:0) ,5000,neglog,catboost,0.4633
16045,PC(30:0) ,5000,neglog,knn,0.4097
16046,PC(30:0) ,5000,neglog,xgboost,0.398
16047,PC(30:0) ,5000,neglog,ridge,0.1462
16048,PC(30:0) ,5000,neglog,lasso,-0.0001
16049,PC(30:0) ,5000,neglog,dummy,-0.0001
16050,PC(30:0) ,5000,neglog,lr,-0.5817
16051,PC 40:6,5000,neglog,knn,0.6554
16052,PC 40:6,5000,neglog,catboost,0.6482
16053,PC 40:6,5000,neglog,xgboost,0.5989
16054,PC 40:6,5000,neglog,ridge,0.0248
16055,PC 40:6,5000,neglog,lasso,-0.0
16056,PC 40:6,5000,neglog,dummy,-0.0
16057,PC 40:6,5000,neglog,lr,-1.55
16058,PE 34:2,5000,neglog,catboost,0.3802
16059,PE 34:2,5000,neglog,xgboost,0.3458
16060,PE 34:2,5000,neglog,knn,0.3014
16061,PE 34:2,5000,neglog,ridge,0.1404
16062,PE 34:2,5000,neglog,lasso,-0.0001
16063,PE 34:2,5000,neglog,dummy,-0.0001
16064,PE 34:2,5000,neglog,lr,-0.3748
16065,PG(40:6) ,5000,neglog,knn,0.767
16066,PG(40:6) ,5000,neglog,catboost,0.7634
16067,PG(40:6) ,5000,neglog,xgboost,0.7378
16068,PG(40:6) ,5000,neglog,ridge,0.1958
16069,PG(40:6) ,5000,neglog,lasso,-0.0001
16070,PG(40:6) ,5000,neglog,dummy,-0.0001
16071,PG(40:6) ,5000,neglog,lr,-1.6303
16072,PE 37:2,5000,neglog,catboost,0.5754
16073,PE 37:2,5000,neglog,knn,0.5549
16074,PE 37:2,5000,neglog,xgboost,0.5162
16075,PE 37:2,5000,neglog,ridge,0.1963
16076,PE 37:2,5000,neglog,lasso,-0.0
16077,PE 37:2,5000,neglog,dummy,-0.0
16078,PE 37:2,5000,neglog,lr,-0.3012
16079,LPC 18:1,5000,neglog,catboost,0.363
16080,LPC 18:1,5000,neglog,knn,0.3254
16081,LPC 18:1,5000,neglog,xgboost,0.3169
16082,LPC 18:1,5000,neglog,ridge,0.122
16083,LPC 18:1,5000,neglog,lasso,-0.0
16084,LPC 18:1,5000,neglog,dummy,-0.0
16085,LPC 18:1,5000,neglog,lr,-0.2883
16086,HexCer 40:1,5000,neglog,catboost,0.7959
16087,HexCer 40:1,5000,neglog,knn,0.7957
16088,HexCer 40:1,5000,neglog,xgboost,0.7747
16089,HexCer 40:1,5000,neglog,ridge,0.2735
16090,HexCer 40:1,5000,neglog,lasso,-0.0003
16091,HexCer 40:1,5000,neglog,dummy,-0.0003
16092,HexCer 40:1,5000,neglog,lr,-0.5615
16093,LPC 22:6,5000,neglog,catboost,0.477
16094,LPC 22:6,5000,neglog,knn,0.4299
16095,LPC 22:6,5000,neglog,xgboost,0.4145
16096,LPC 22:6,5000,neglog,lasso,-0.0001
16097,LPC 22:6,5000,neglog,dummy,-0.0001
16098,LPC 22:6,5000,neglog,ridge,-0.0713
16099,LPC 22:6,5000,neglog,lr,-1.2919
16100,PS(O-34:0(OH)) ,5000,neglog,catboost,0.753
16101,PS(O-34:0(OH)) ,5000,neglog,knn,0.7504
16102,PS(O-34:0(OH)) ,5000,neglog,xgboost,0.7194
16103,PS(O-34:0(OH)) ,5000,neglog,ridge,0.2842
16104,PS(O-34:0(OH)) ,5000,neglog,lasso,-0.0003
16105,PS(O-34:0(OH)) ,5000,neglog,dummy,-0.0003
16106,PS(O-34:0(OH)) ,5000,neglog,lr,-0.574
16107,PC 34:0,5000,neglog,catboost,0.707
16108,PC 34:0,5000,neglog,knn,0.696
16109,PC 34:0,5000,neglog,xgboost,0.6763
16110,PC 34:0,5000,neglog,ridge,0.1559
16111,PC 34:0,5000,neglog,lasso,-0.0001
16112,PC 34:0,5000,neglog,dummy,-0.0001
16113,PC 34:0,5000,neglog,lr,-1.1212
16114,PE 36:2,5000,neglog,catboost,0.387
16115,PE 36:2,5000,neglog,xgboost,0.3432
16116,PE 36:2,5000,neglog,knn,0.3225
16117,PE 36:2,5000,neglog,ridge,0.0923
16118,PE 36:2,5000,neglog,lasso,-0.0001
16119,PE 36:2,5000,neglog,dummy,-0.0001
16120,PE 36:2,5000,neglog,lr,-0.5977
16121,PE O-41:11,5000,neglog,catboost,0.3671
16122,PE O-41:11,5000,neglog,xgboost,0.3277
16123,PE O-41:11,5000,neglog,knn,0.3006
16124,PE O-41:11,5000,neglog,ridge,0.0709
16125,PE O-41:11,5000,neglog,lasso,-0.0
16126,PE O-41:11,5000,neglog,dummy,-0.0
16127,PE O-41:11,5000,neglog,lr,-0.6327
16128,PC 38:5,5000,neglog,catboost,0.6954
16129,PC 38:5,5000,neglog,knn,0.6758
16130,PC 38:5,5000,neglog,xgboost,0.6479
16131,PC 38:5,5000,neglog,ridge,0.2491
16132,PC 38:5,5000,neglog,lasso,-0.0001
16133,PC 38:5,5000,neglog,dummy,-0.0001
16134,PC 38:5,5000,neglog,lr,-0.8195
16135,PS(40:1) ,5000,neglog,catboost,0.8009
16136,PS(40:1) ,5000,neglog,knn,0.7965
16137,PS(40:1) ,5000,neglog,xgboost,0.7686
16138,PS(40:1) ,5000,neglog,ridge,0.2642
16139,PS(40:1) ,5000,neglog,lasso,-0.0
16140,PS(40:1) ,5000,neglog,dummy,-0.0
16141,PS(40:1) ,5000,neglog,lr,-0.7123
16142,PG(34:1(OH)) ,5000,neglog,catboost,0.6176
16143,PG(34:1(OH)) ,5000,neglog,xgboost,0.5898
16144,PG(34:1(OH)) ,5000,neglog,knn,0.578
16145,PG(34:1(OH)) ,5000,neglog,ridge,0.3908
16146,PG(34:1(OH)) ,5000,neglog,lasso,-0.0
16147,PG(34:1(OH)) ,5000,neglog,dummy,-0.0
16148,PG(34:1(OH)) ,5000,neglog,lr,-0.1074
16149,HexCer 38:1,5000,neglog,catboost,0.7439
16150,HexCer 38:1,5000,neglog,knn,0.7403
16151,HexCer 38:1,5000,neglog,xgboost,0.7098
16152,HexCer 38:1,5000,neglog,ridge,0.2254
16153,HexCer 38:1,5000,neglog,lasso,-0.0003
16154,HexCer 38:1,5000,neglog,dummy,-0.0003
16155,HexCer 38:1,5000,neglog,lr,-0.5032
16156,PE(O-34:1) ,5000,neglog,catboost,0.5263
16157,PE(O-34:1) ,5000,neglog,knn,0.4799
16158,PE(O-34:1) ,5000,neglog,xgboost,0.4448
16159,PE(O-34:1) ,5000,neglog,ridge,0.039
16160,PE(O-34:1) ,5000,neglog,lasso,-0.0
16161,PE(O-34:1) ,5000,neglog,dummy,-0.0
16162,PE(O-34:1) ,5000,neglog,lr,-1.0876
16163,PG(40:3) ,5000,neglog,catboost,0.3628
16164,PG(40:3) ,5000,neglog,xgboost,0.3322
16165,PG(40:3) ,5000,neglog,knn,0.2749
16166,PG(40:3) ,5000,neglog,ridge,0.0994
16167,PG(40:3) ,5000,neglog,lasso,-0.0001
16168,PG(40:3) ,5000,neglog,dummy,-0.0001
16169,PG(40:3) ,5000,neglog,lr,-0.4791
16170,PE(44:11(OH)) ,5000,neglog,xgboost,0.0701
16171,PE(44:11(OH)) ,5000,neglog,catboost,0.0674
16172,PE(44:11(OH)) ,5000,neglog,ridge,0.0034
16173,PE(44:11(OH)) ,5000,neglog,lasso,-0.0
16174,PE(44:11(OH)) ,5000,neglog,dummy,-0.0
16175,PE(44:11(OH)) ,5000,neglog,knn,-0.0861
16176,PE(44:11(OH)) ,5000,neglog,lr,-0.2348
16177,PA 40:4,5000,neglog,catboost,0.68
16178,PA 40:4,5000,neglog,knn,0.6543
16179,PA 40:4,5000,neglog,xgboost,0.6364
16180,PA 40:4,5000,neglog,ridge,0.3736
16181,PA 40:4,5000,neglog,lasso,-0.0
16182,PA 40:4,5000,neglog,dummy,-0.0
16183,PA 40:4,5000,neglog,lr,-0.23
16184,PG(38:2) ,5000,neglog,catboost,0.3928
16185,PG(38:2) ,5000,neglog,knn,0.3503
16186,PG(38:2) ,5000,neglog,xgboost,0.3271
16187,PG(38:2) ,5000,neglog,ridge,0.018
16188,PG(38:2) ,5000,neglog,lasso,-0.0
16189,PG(38:2) ,5000,neglog,dummy,-0.0
16190,PG(38:2) ,5000,neglog,lr,-0.7172
16191,PI-Cer(t30:0) ,5000,neglog,catboost,0.1742
16192,PI-Cer(t30:0) ,5000,neglog,xgboost,0.1275
16193,PI-Cer(t30:0) ,5000,neglog,knn,0.0532
16194,PI-Cer(t30:0) ,5000,neglog,lasso,-0.0
16195,PI-Cer(t30:0) ,5000,neglog,dummy,-0.0
16196,PI-Cer(t30:0) ,5000,neglog,ridge,-0.077
16197,PI-Cer(t30:0) ,5000,neglog,lr,-0.6069
16198,LPC 16:0,5000,neglog,catboost,0.3997
16199,LPC 16:0,5000,neglog,knn,0.3726
16200,LPC 16:0,5000,neglog,xgboost,0.3557
16201,LPC 16:0,5000,neglog,lasso,-0.0001
16202,LPC 16:0,5000,neglog,dummy,-0.0001
16203,LPC 16:0,5000,neglog,ridge,-0.0242
16204,LPC 16:0,5000,neglog,lr,-0.7729
16205,PA(38:1) ,5000,neglog,catboost,0.3558
16206,PA(38:1) ,5000,neglog,xgboost,0.3151
16207,PA(38:1) ,5000,neglog,knn,0.2745
16208,PA(38:1) ,5000,neglog,ridge,0.1463
16209,PA(38:1) ,5000,neglog,lasso,-0.0001
16210,PA(38:1) ,5000,neglog,dummy,-0.0001
16211,PA(38:1) ,5000,neglog,lr,-0.2379
16212,PA(34:1),5000,neglog,catboost,0.8316
16213,PA(34:1),5000,neglog,knn,0.8313
16214,PA(34:1),5000,neglog,xgboost,0.8231
16215,PA(34:1),5000,neglog,ridge,0.4284
16216,PA(34:1),5000,neglog,lasso,-0.0001
16217,PA(34:1),5000,neglog,dummy,-0.0001
16218,PA(34:1),5000,neglog,lr,-0.312
16219,PC 35:1,5000,neglog,catboost,0.2783
16220,PC 35:1,5000,neglog,xgboost,0.2387
16221,PC 35:1,5000,neglog,knn,0.2111
16222,PC 35:1,5000,neglog,ridge,0.0234
16223,PC 35:1,5000,neglog,lasso,-0.0002
16224,PC 35:1,5000,neglog,dummy,-0.0002
16225,PC 35:1,5000,neglog,lr,-0.5249
16226,PC 34:2,5000,neglog,catboost,0.2239
16227,PC 34:2,5000,neglog,xgboost,0.183
16228,PC 34:2,5000,neglog,knn,0.1333
16229,PC 34:2,5000,neglog,ridge,0.0232
16230,PC 34:2,5000,neglog,lasso,-0.0001
16231,PC 34:2,5000,neglog,dummy,-0.0001
16232,PC 34:2,5000,neglog,lr,-0.4302
16233,SM(t42:1) ,5000,neglog,catboost,0.4057
16234,SM(t42:1) ,5000,neglog,xgboost,0.3562
16235,SM(t42:1) ,5000,neglog,knn,0.3538
16236,SM(t42:1) ,5000,neglog,ridge,0.1539
16237,SM(t42:1) ,5000,neglog,lasso,-0.0002
16238,SM(t42:1) ,5000,neglog,dummy,-0.0002
16239,SM(t42:1) ,5000,neglog,lr,-0.341
16240,PG(38:4) ,5000,neglog,knn,0.8218
16241,PG(38:4) ,5000,neglog,catboost,0.8216
16242,PG(38:4) ,5000,neglog,xgboost,0.8074
16243,PG(38:4) ,5000,neglog,ridge,0.4608
16244,PG(38:4) ,5000,neglog,lasso,-0.0
16245,PG(38:4) ,5000,neglog,dummy,-0.0
16246,PG(38:4) ,5000,neglog,lr,-0.2727
16247,SM(d36:1) ,5000,neglog,catboost,0.8154
16248,SM(d36:1) ,5000,neglog,knn,0.8115
16249,SM(d36:1) ,5000,neglog,xgboost,0.7926
16250,SM(d36:1) ,5000,neglog,ridge,0.2986
16251,SM(d36:1) ,5000,neglog,lasso,-0.0001
16252,SM(d36:1) ,5000,neglog,dummy,-0.0001
16253,SM(d36:1) ,5000,neglog,lr,-0.6706
16254,PC(32:1) ,5000,neglog,catboost,0.7208
16255,PC(32:1) ,5000,neglog,knn,0.6931
16256,PC(32:1) ,5000,neglog,xgboost,0.6881
16257,PC(32:1) ,5000,neglog,ridge,0.3058
16258,PC(32:1) ,5000,neglog,lasso,-0.0003
16259,PC(32:1) ,5000,neglog,dummy,-0.0003
16260,PC(32:1) ,5000,neglog,lr,-0.6672
16261,Cer 36:1,5000,neglog,catboost,0.063
16262,Cer 36:1,5000,neglog,xgboost,0.0598
16263,Cer 36:1,5000,neglog,ridge,0.0103
16264,Cer 36:1,5000,neglog,lasso,-0.0002
16265,Cer 36:1,5000,neglog,dummy,-0.0002
16266,Cer 36:1,5000,neglog,knn,-0.0888
16267,Cer 36:1,5000,neglog,lr,-0.1701
16268,PI-Cer(t32:1) ,5000,neglog,catboost,0.3529
16269,PI-Cer(t32:1) ,5000,neglog,xgboost,0.2754
16270,PI-Cer(t32:1) ,5000,neglog,knn,0.2704
16271,PI-Cer(t32:1) ,5000,neglog,ridge,0.0094
16272,PI-Cer(t32:1) ,5000,neglog,lasso,-0.0
16273,PI-Cer(t32:1) ,5000,neglog,dummy,-0.0
16274,PI-Cer(t32:1) ,5000,neglog,lr,-0.7097
16275,PC 32:0,5000,neglog,catboost,0.8126
16276,PC 32:0,5000,neglog,xgboost,0.8105
16277,PC 32:0,5000,neglog,knn,0.8098
16278,PC 32:0,5000,neglog,ridge,0.4672
16279,PC 32:0,5000,neglog,lasso,-0.0001
16280,PC 32:0,5000,neglog,dummy,-0.0001
16281,PC 32:0,5000,neglog,lr,-0.181
16282,PA 42:4,5000,neglog,catboost,0.3354
16283,PA 42:4,5000,neglog,xgboost,0.2963
16284,PA 42:4,5000,neglog,knn,0.2556
16285,PA 42:4,5000,neglog,lasso,-0.0001
16286,PA 42:4,5000,neglog,dummy,-0.0001
16287,PA 42:4,5000,neglog,ridge,-0.0258
16288,PA 42:4,5000,neglog,lr,-0.8604
16289,PS 38:4,5000,neglog,catboost,0.5709
16290,PS 38:4,5000,neglog,xgboost,0.5402
16291,PS 38:4,5000,neglog,knn,0.5388
16292,PS 38:4,5000,neglog,ridge,0.2119
16293,PS 38:4,5000,neglog,lasso,-0.0002
16294,PS 38:4,5000,neglog,dummy,-0.0002
16295,PS 38:4,5000,neglog,lr,-0.4877
16296,PC 32:1,5000,neglog,catboost,0.7616
16297,PC 32:1,5000,neglog,knn,0.7445
16298,PC 32:1,5000,neglog,xgboost,0.7246
16299,PC 32:1,5000,neglog,ridge,0.3387
16300,PC 32:1,5000,neglog,lasso,-0.0001
16301,PC 32:1,5000,neglog,dummy,-0.0001
16302,PC 32:1,5000,neglog,lr,-0.6414
16303,PE(32:1) ,5000,neglog,catboost,0.5071
16304,PE(32:1) ,5000,neglog,xgboost,0.4568
16305,PE(32:1) ,5000,neglog,knn,0.4564
16306,PE(32:1) ,5000,neglog,ridge,0.1677
16307,PE(32:1) ,5000,neglog,lasso,-0.0001
16308,PE(32:1) ,5000,neglog,dummy,-0.0001
16309,PE(32:1) ,5000,neglog,lr,-0.4542
16310,HexCer(d32:2) ,5000,neglog,catboost,0.6961
16311,HexCer(d32:2) ,5000,neglog,knn,0.6642
16312,HexCer(d32:2) ,5000,neglog,xgboost,0.6535
16313,HexCer(d32:2) ,5000,neglog,ridge,0.4164
16314,HexCer(d32:2) ,5000,neglog,lasso,-0.0001
16315,HexCer(d32:2) ,5000,neglog,dummy,-0.0001
16316,HexCer(d32:2) ,5000,neglog,lr,-0.0794
16317,PG(40:1) ,5000,neglog,catboost,0.7288
16318,PG(40:1) ,5000,neglog,knn,0.7156
16319,PG(40:1) ,5000,neglog,xgboost,0.6902
16320,PG(40:1) ,5000,neglog,ridge,0.3846
16321,PG(40:1) ,5000,neglog,lasso,-0.0001
16322,PG(40:1) ,5000,neglog,dummy,-0.0001
16323,PG(40:1) ,5000,neglog,lr,-0.1514
16324,HexCer 40:2;O3,5000,neglog,catboost,0.7187
16325,HexCer 40:2;O3,5000,neglog,knn,0.7146
16326,HexCer 40:2;O3,5000,neglog,xgboost,0.6799
16327,HexCer 40:2;O3,5000,neglog,ridge,0.2749
16328,HexCer 40:2;O3,5000,neglog,lasso,-0.0002
16329,HexCer 40:2;O3,5000,neglog,dummy,-0.0002
16330,HexCer 40:2;O3,5000,neglog,lr,-0.4068
16331,PE 36:3,5000,neglog,catboost,0.1769
16332,PE 36:3,5000,neglog,xgboost,0.1693
16333,PE 36:3,5000,neglog,ridge,0.0718
16334,PE 36:3,5000,neglog,knn,0.0398
16335,PE 36:3,5000,neglog,lasso,-0.0001
16336,PE 36:3,5000,neglog,dummy,-0.0001
16337,PE 36:3,5000,neglog,lr,-0.2395
16338,PE 40:7,5000,neglog,catboost,0.6545
16339,PE 40:7,5000,neglog,xgboost,0.6212
16340,PE 40:7,5000,neglog,knn,0.6189
16341,PE 40:7,5000,neglog,ridge,0.3345
16342,PE 40:7,5000,neglog,lasso,-0.0
16343,PE 40:7,5000,neglog,dummy,-0.0
16344,PE 40:7,5000,neglog,lr,-0.3514
16345,PA 39:1,5000,neglog,catboost,0.6942
16346,PA 39:1,5000,neglog,knn,0.6799
16347,PA 39:1,5000,neglog,xgboost,0.6535
16348,PA 39:1,5000,neglog,ridge,0.2824
16349,PA 39:1,5000,neglog,lasso,-0.0003
16350,PA 39:1,5000,neglog,dummy,-0.0003
16351,PA 39:1,5000,neglog,lr,-0.4886
16352,PA(40:6(OH)) ,5000,neglog,catboost,0.6827
16353,PA(40:6(OH)) ,5000,neglog,knn,0.6609
16354,PA(40:6(OH)) ,5000,neglog,xgboost,0.6134
16355,PA(40:6(OH)) ,5000,neglog,ridge,0.2067
16356,PA(40:6(OH)) ,5000,neglog,lasso,-0.0001
16357,PA(40:6(OH)) ,5000,neglog,dummy,-0.0001
16358,PA(40:6(OH)) ,5000,neglog,lr,-0.6447
16359,PA 36:2,5000,neglog,catboost,0.6684
16360,PA 36:2,5000,neglog,xgboost,0.6573
16361,PA 36:2,5000,neglog,knn,0.6467
16362,PA 36:2,5000,neglog,ridge,0.1458
16363,PA 36:2,5000,neglog,lasso,-0.0001
16364,PA 36:2,5000,neglog,dummy,-0.0001
16365,PA 36:2,5000,neglog,lr,-0.9158
16366,Hex2Cer 32:0,5000,neglog,catboost,0.4352
16367,Hex2Cer 32:0,5000,neglog,xgboost,0.3832
16368,Hex2Cer 32:0,5000,neglog,knn,0.3826
16369,Hex2Cer 32:0,5000,neglog,ridge,0.0289
16370,Hex2Cer 32:0,5000,neglog,lasso,-0.0001
16371,Hex2Cer 32:0,5000,neglog,dummy,-0.0001
16372,Hex2Cer 32:0,5000,neglog,lr,-0.969
16373,PG(36:1) ,5000,neglog,catboost,0.6706
16374,PG(36:1) ,5000,neglog,xgboost,0.6651
16375,PG(36:1) ,5000,neglog,knn,0.6547
16376,PG(36:1) ,5000,neglog,ridge,0.2192
16377,PG(36:1) ,5000,neglog,lasso,-0.0001
16378,PG(36:1) ,5000,neglog,dummy,-0.0001
16379,PG(36:1) ,5000,neglog,lr,-0.8128
16380,PE 37:2,5000,median,catboost,0.5292
16381,PE 37:2,5000,median,knn,0.4972
16382,PE 37:2,5000,median,xgboost,0.474
16383,PE 37:2,5000,median,ridge,0.3647
16384,PE 37:2,5000,median,lr,0.3646
16385,PE 37:2,5000,median,lasso,-0.0
16386,PE 37:2,5000,median,dummy,-0.0
16387,PE(40:4) ,5000,median,catboost,0.422
16388,PE(40:4) ,5000,median,xgboost,0.3583
16389,PE(40:4) ,5000,median,knn,0.3506
16390,PE(40:4) ,5000,median,ridge,0.3211
16391,PE(40:4) ,5000,median,lr,0.3209
16392,PE(40:4) ,5000,median,lasso,-0.0001
16393,PE(40:4) ,5000,median,dummy,-0.0001
16394,PE(30:1) ,5000,median,catboost,0.2094
16395,PE(30:1) ,5000,median,xgboost,0.1811
16396,PE(30:1) ,5000,median,ridge,0.1732
16397,PE(30:1) ,5000,median,lr,0.173
16398,PE(30:1) ,5000,median,knn,0.0853
16399,PE(30:1) ,5000,median,lasso,-0.0001
16400,PE(30:1) ,5000,median,dummy,-0.0001
16401,PE(44:11(OH)) ,5000,median,catboost,0.0731
16402,PE(44:11(OH)) ,5000,median,ridge,0.0672
16403,PE(44:11(OH)) ,5000,median,lr,0.067
16404,PE(44:11(OH)) ,5000,median,xgboost,0.0655
16405,PE(44:11(OH)) ,5000,median,lasso,-0.0
16406,PE(44:11(OH)) ,5000,median,dummy,-0.0
16407,PE(44:11(OH)) ,5000,median,knn,-0.0872
16408,PG(40:3) ,5000,median,catboost,0.3564
16409,PG(40:3) ,5000,median,xgboost,0.3165
16410,PG(40:3) ,5000,median,ridge,0.2869
16411,PG(40:3) ,5000,median,lr,0.2867
16412,PG(40:3) ,5000,median,knn,0.2614
16413,PG(40:3) ,5000,median,lasso,-0.0001
16414,PG(40:3) ,5000,median,dummy,-0.0001
16415,HexCer 40:1,5000,median,catboost,0.7826
16416,HexCer 40:1,5000,median,knn,0.7723
16417,HexCer 40:1,5000,median,xgboost,0.7601
16418,HexCer 40:1,5000,median,lr,0.6005
16419,HexCer 40:1,5000,median,ridge,0.6003
16420,HexCer 40:1,5000,median,lasso,-0.0003
16421,HexCer 40:1,5000,median,dummy,-0.0003
16422,HexCer(t42:0) ,5000,median,catboost,0.7012
16423,HexCer(t42:0) ,5000,median,knn,0.6855
16424,HexCer(t42:0) ,5000,median,xgboost,0.6618
16425,HexCer(t42:0) ,5000,median,lr,0.5571
16426,HexCer(t42:0) ,5000,median,ridge,0.557
16427,HexCer(t42:0) ,5000,median,lasso,-0.0002
16428,HexCer(t42:0) ,5000,median,dummy,-0.0002
16429,PG(34:1(OH)) ,5000,median,catboost,0.6101
16430,PG(34:1(OH)) ,5000,median,xgboost,0.5764
16431,PG(34:1(OH)) ,5000,median,knn,0.5663
16432,PG(34:1(OH)) ,5000,median,lr,0.5398
16433,PG(34:1(OH)) ,5000,median,ridge,0.5398
16434,PG(34:1(OH)) ,5000,median,lasso,-0.0
16435,PG(34:1(OH)) ,5000,median,dummy,-0.0
16436,SM 36:1,5000,median,catboost,0.7755
16437,SM 36:1,5000,median,xgboost,0.7739
16438,SM 36:1,5000,median,knn,0.7707
16439,SM 36:1,5000,median,lr,0.6264
16440,SM 36:1,5000,median,ridge,0.6264
16441,SM 36:1,5000,median,lasso,-0.0001
16442,SM 36:1,5000,median,dummy,-0.0001
16443,PG(36:1(OH)) ,5000,median,catboost,0.5247
16444,PG(36:1(OH)) ,5000,median,xgboost,0.4969
16445,PG(36:1(OH)) ,5000,median,knn,0.4828
16446,PG(36:1(OH)) ,5000,median,ridge,0.4414
16447,PG(36:1(OH)) ,5000,median,lr,0.4413
16448,PG(36:1(OH)) ,5000,median,lasso,-0.0001
16449,PG(36:1(OH)) ,5000,median,dummy,-0.0001
16450,LPC 18:0,5000,median,catboost,0.3888
16451,LPC 18:0,5000,median,knn,0.3261
16452,LPC 18:0,5000,median,xgboost,0.3074
16453,LPC 18:0,5000,median,lr,0.2617
16454,LPC 18:0,5000,median,ridge,0.2617
16455,LPC 18:0,5000,median,lasso,-0.0
16456,LPC 18:0,5000,median,dummy,-0.0
16457,PS(38:0) ,5000,median,catboost,0.7725
16458,PS(38:0) ,5000,median,knn,0.7634
16459,PS(38:0) ,5000,median,xgboost,0.732
16460,PS(38:0) ,5000,median,lr,0.5953
16461,PS(38:0) ,5000,median,ridge,0.5951
16462,PS(38:0) ,5000,median,lasso,-0.0002
16463,PS(38:0) ,5000,median,dummy,-0.0002
16464,PGP(34:1) ,5000,median,catboost,0.3412
16465,PGP(34:1) ,5000,median,xgboost,0.3006
16466,PGP(34:1) ,5000,median,ridge,0.2833
16467,PGP(34:1) ,5000,median,lr,0.2832
16468,PGP(34:1) ,5000,median,knn,0.2486
16469,PGP(34:1) ,5000,median,lasso,-0.0
16470,PGP(34:1) ,5000,median,dummy,-0.0
16471,PE(36:2) ,5000,median,catboost,0.0827
16472,PE(36:2) ,5000,median,xgboost,0.0656
16473,PE(36:2) ,5000,median,ridge,0.0554
16474,PE(36:2) ,5000,median,lr,0.0552
16475,PE(36:2) ,5000,median,lasso,-0.0002
16476,PE(36:2) ,5000,median,dummy,-0.0002
16477,PE(36:2) ,5000,median,knn,-0.0714
16478,HexCer 40:2,5000,median,catboost,0.6742
